date,cstore,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2015-02-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",1649,Bacardi 8 w/2 Glasses,6,750,10.5,15.75,6,94.5
2015-02-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,1799,Captain Morgan Spiced Barrel,6,1750,18,27,6,162
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,1799,Captain Morgan Spiced Barrel,6,1750,17.75,26.62,6,159.72
2014-12-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1701100,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",4079,Drambuie w/Pitcher,6,750,20,30,12,360
2015-01-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,260,Diageo Americas,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,33.5,50.25,2,100.5
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,260,Diageo Americas,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,33,49.5,1,49.5
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5086,Glenlivet 16yr Nadurra,6,750,39.99,59.99,1,59.99
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",5133,Glenmorangie 10 Yr Single Malt Scotch,6,750,21.99,32.99,1,32.99
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5290,J & B Rare Scotch,12,750,12.25,18.38,12,220.56
2014-06-12,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5290,J & B Rare Scotch,12,750,12.25,18.38,12,220.56
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5319,Johnnie Walker Platinum,6,750,59.99,89.99,1,89.99
2014-10-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5347,Johnnie Walker Red Label Scotch,12,1000,17.5,26.25,12,315
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,260,Diageo Americas,5347,Johnnie Walker Red Label Scotch,12,1000,17.25,25.87,12,310.44
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,389,REMY COINTREAU USA         .,5486,Macallan 12 Yr Single Malt Scotch,12,750,28.49,42.74,1,42.74
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,389,REMY COINTREAU USA         .,5486,Macallan 12 Yr Single Malt Scotch,12,750,28.49,42.74,2,85.48
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,389,REMY COINTREAU USA         .,5486,Macallan 12 Yr Single Malt Scotch,12,750,28.49,42.74,2,85.48
2014-12-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,305,MHW Ltd,5492,Macallan Fine Oak 10 Year,12,750,24.56,36.84,2,73.68
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,389,REMY COINTREAU USA         .,5492,Macallan Fine Oak 10 Year,12,750,22.49,33.73,1,33.73
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012210,SINGLE MALT SCOTCH,305,MHW Ltd,5492,Macallan Fine Oak 10 Year,12,750,22.49,33.73,1,33.73
2014-07-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,55,Sazerac North America,8826,Lauder's Scotch,12,750,5.13,7.7,12,92.4
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,55,Sazerac North America,8826,Lauder's Scotch,12,750,4.63,7.2,12,86.4
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,55,Sazerac North America,8827,Lauder's,12,1000,6.14,9.21,12,110.52
2014-05-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,55,Sazerac North America,8827,Lauder's,12,1000,6.14,9.21,12,110.52
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,10.68,16.26,6,97.56
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56
2015-01-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,24,243.12
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,24,243.12
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10553,Black Velvet Cinnamon Rush,12,750,6.75,10.13,12,121.56
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10553,Black Velvet Cinnamon Rush,12,750,6.75,10.13,12,121.56
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.88,11.82,12,141.84
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.88,11.82,12,141.84
2014-09-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.57,12,174.84
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,12,174.72
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,12,174.72
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.56,12,174.72
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.57,12,174.84
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,10812,Crown Royal 75th Anniversary,6,750,37.48,56.22,6,337.32
2014-06-05,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,461,Campari(skyy),10890,Forty Creek,12,750,12.02,18.03,2,36.06
2014-11-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,15,22.5,12,270
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,15,22.5,12,270
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,36,985.32
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,24,656.88
2014-05-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,36,985.32
2015-01-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,36,999
2014-09-18,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,36,999
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,24,656.88
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,24,656.88
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,36,985.32
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,36,999
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,36,985.32
2014-12-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,36,999
2014-01-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.25,27.37,12,328.44
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,36,999
2015-01-29,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11347,Seagrams V.o. Bl Canadian Whisky,12,1000,9.75,14.63,12,175.56
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11347,Seagrams V.o. Bl Canadian Whisky,12,1000,9.75,14.63,12,175.56
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11347,Seagrams V.o. Bl Canadian Whisky,12,1000,9.75,14.63,12,175.56
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1011500,STRAIGHT RYE WHISKIES,370,Pernod Ricard USA/Austin Nichols,11452,Wiser's Rye,12,750,13.99,20.99,12,251.88
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,6.8,10.2,1,10.2
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,1.56,2.34,48,112.32
2014-07-31,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,12,94.2
2014-01-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08
2014-07-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,12,94.2
2014-06-12,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,24,188.16
2014-06-19,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,24,188.16
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,36,282.24
2014-03-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,36,357.84
2014-03-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,48,477.12
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,48,477.12
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,36,358.2
2014-07-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,48,477.6
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,48,477.12
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,48,477.12
2015-02-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,36,358.2
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,24,238.56
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,36,357.84
2014-06-05,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,36,357.84
2014-09-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,12,188.16
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.92,12,179.04
2014-06-05,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.92,12,179.04
